task,rerank_profile,selected_batch_size,test_id,repeat_id,split_seed,model_seed,n_panel_genes,n_nonzero_gain_genes,xgb_n_estimators,xgb_max_depth,xgb_learning_rate,xgb_subsample,xgb_colsample_bytree,xgb_colsample_bynode,elapsed_seconds,n_train,n_test,model_accuracy,model_balanced_accuracy,model_f1_macro,model_auc,model_auprc,primary_metric
er_status,auc_bytree03_bynode04_depth4,100,test_067,67,292632648,1122724791,2000,639,150,4,0.03,0.8,0.3,0.4,455.063,731,314,0.9394904458598726,0.936352157943067,0.9179084967320261,0.9674586776859504,0.9894477662861701,0.9674586776859504
er_status,auc_bytree03_bynode04_depth4,100,test_068,68,1694912427,354712026,2000,636,150,4,0.03,0.8,0.3,0.4,461.754,731,314,0.9490445859872612,0.9327938475665749,0.9286079690786109,0.9719352617079889,0.9915550149882302,0.9719352617079889
er_status,auc_bytree03_bynode04_depth4,100,test_069,69,2137427339,769674480,2000,636,150,4,0.03,0.8,0.3,0.4,468.553,731,314,0.9394904458598726,0.9314738292011019,0.9171699501575798,0.9549471992653811,0.9722686959317186,0.9549471992653811
er_status,auc_bytree03_bynode04_depth4,100,test_070,70,1173079383,182373781,2000,641,150,4,0.03,0.8,0.3,0.4,475.345,731,314,0.9490445859872612,0.9327938475665749,0.9286079690786109,0.9587350780532599,0.9831338513406573,0.9587350780532599
er_status,auc_bytree03_bynode04_depth4,100,test_071,71,649741622,431363819,2000,606,150,4,0.03,0.8,0.3,0.4,482.123,731,314,0.945859872611465,0.9258494031221304,0.9237809666595274,0.9453627180899908,0.9773231069014879,0.9453627180899908
er_status,auc_bytree03_bynode04_depth4,100,test_072,72,1673381081,494040317,2000,644,150,4,0.03,0.8,0.3,0.4,488.883,731,314,0.9522292993630573,0.9397382920110193,0.9333870762442191,0.9689508723599632,0.9874453895658079,0.9689508723599632
er_status,auc_bytree03_bynode04_depth4,100,test_073,73,1265337785,1773870779,2000,582,150,4,0.03,0.8,0.3,0.4,495.56,731,314,0.9394904458598726,0.9119605142332415,0.9139788047004542,0.9328512396694215,0.9697952032473725,0.9328512396694215
er_status,auc_bytree03_bynode04_depth4,100,test_074,74,1546368890,1987748255,2000,658,150,4,0.03,0.8,0.3,0.4,502.62,731,314,0.9522292993630573,0.9494949494949495,0.934607855387563,0.9624081726354453,0.980024838106323,0.9624081726354453
er_status,auc_bytree03_bynode04_depth4,100,test_075,75,81773505,1561914537,2000,599,150,4,0.03,0.8,0.3,0.4,509.382,731,314,0.9331210191082803,0.9175849403122129,0.9076095332838268,0.9433539944903582,0.9708634179475737,0.9433539944903582
er_status,auc_bytree03_bynode04_depth4,100,test_076,76,1681887400,1832519260,2000,668,150,4,0.03,0.8,0.3,0.4,516.221,731,314,0.9554140127388535,0.9613177226813591,0.9397775220560031,0.9820362718089991,0.9942463486666394,0.9820362718089991
er_status,auc_bytree03_bynode04_depth4,100,test_077,77,235453327,612158217,2000,555,150,4,0.03,0.8,0.3,0.4,523.048,731,314,0.9299363057324841,0.9057621671258036,0.9018359574830899,0.9321625344352618,0.9687597939557617,0.9321625344352618
er_status,auc_bytree03_bynode04_depth4,100,test_078,78,1819847687,1151808133,2000,609,150,4,0.03,0.8,0.3,0.4,529.833,731,314,0.9490445859872612,0.9376721763085399,0.9292792792792792,0.9463957759412305,0.9670808511940223,0.9463957759412305
er_status,auc_bytree03_bynode04_depth4,100,test_079,79,1694335063,1110995446,2000,646,150,4,0.03,0.8,0.3,0.4,536.662,731,314,0.9426751592356688,0.9286616161616161,0.9204391891891892,0.9563820018365472,0.9770091279399569,0.9563820018365472
