leaderboard_rank,gene,prior_gene_set,is_prior_gene,auc_score,q1_count,q2_count,q3_count,q4_count,q1_rate,q2_rate,q3_rate,q4_rate,mean_rank,median_rank,best_rank,worst_rank,mean_gain,max_gain,gain_nonzero_count,zero_gain_count
16,SCN4B,,False,1828.6143071535764,92,0,0,8,0.92,0.0,0.0,0.08,172.3,12.5,1,2000,22.80458805799484,109.72071838378906,92,8
17,PPP1R12B,,False,1779.3196598299153,90,0,0,10,0.9,0.0,0.0,0.1,221.57,21.5,1,2000,13.453995484113694,90.67391204833984,90,10
18,PAMR1,,False,1584.102051025513,80,0,0,20,0.8,0.0,0.0,0.2,416.69,21.0,1,2000,16.388806254863738,90.70613861083984,80,20
19,MATN3,,False,1566.5332666333165,81,0,0,19,0.81,0.0,0.0,0.19,434.25,69.0,32,2000,0.8176645064353942,3.6818628311157227,81,19
20,NTRK2,,False,1559.6998499249623,79,0,0,21,0.79,0.0,0.0,0.21,441.08,31.0,1,2000,9.283209661245346,54.27390670776367,79,21
21,FAM13A,,False,1441.2306153076538,73,0,0,27,0.73,0.0,0.0,0.27,559.49,30.0,1,2000,8.830312366485595,73.39898681640625,73,27
22,LOC283867,,False,1429.3646823411705,74,0,0,26,0.74,0.0,0.0,0.26,571.35,80.0,14,2000,0.9050645709037781,12.375995635986328,74,26
23,SCARA5,,False,1408.894447223612,71,0,0,29,0.71,0.0,0.0,0.29,591.81,20.5,1,2000,17.686282368898393,109.45154571533203,71,29
24,MESTIT1,,False,1400.5702851425713,71,0,0,29,0.71,0.0,0.0,0.29,600.13,35.0,2,2000,7.9810898458957675,49.10274887084961,71,29
25,ARHGAP20,,False,1360.1100550275141,69,0,0,31,0.69,0.0,0.0,0.31,640.57,32.5,1,2000,12.021993200778962,92.93511199951172,69,31
26,HLF,,False,1325.8529264632316,67,0,0,33,0.67,0.0,0.0,0.33,674.81,29.0,2,2000,9.910822106599808,64.96707153320312,67,33
27,TNXB,,False,1320.0200100050026,68,0,0,32,0.68,0.0,0.0,0.32,680.64,73.5,3,2000,1.5125173705816268,34.577598571777344,68,32
28,LMOD1,,False,1311.815907953977,66,0,0,34,0.66,0.0,0.0,0.34,688.84,20.5,1,2000,19.752593054771424,98.955810546875,66,34
29,CLEC3B,,False,1236.5382691345671,64,0,0,36,0.64,0.0,0.0,0.36,764.08,80.0,37,2000,0.5741346652805805,3.619260787963867,64,36
30,ITM2A,,False,1231.8759379689845,62,0,0,38,0.62,0.0,0.0,0.38,768.74,25.0,1,2000,17.51573775291443,97.87100982666016,62,38
31,C1QTNF9,,False,1229.8249124562283,63,0,0,37,0.63,0.0,0.0,0.37,770.79,60.0,20,2000,1.53392138838768,9.911459922790527,63,37
32,IGFBP6,,False,1218.0490245122564,63,0,0,37,0.63,0.0,0.0,0.37,782.56,88.5,17,2000,0.8112349981069564,12.438746452331543,63,37
33,ANXA1,,False,1204.6823411705852,62,0,0,38,0.62,0.0,0.0,0.38,795.92,77.5,7,2000,1.2734770065546035,30.823299407958984,62,38
34,PALMD,,False,1202.6513256628314,62,0,0,38,0.62,0.0,0.0,0.38,797.95,85.0,7,2000,1.3103614875674248,26.66347312927246,62,38
35,CILP2,,False,1150.5752876438219,59,0,0,41,0.59,0.0,0.0,0.41,850.0,73.0,24,2000,1.244850249439478,6.880613327026367,59,41
36,ATP1A2,,False,1136.4982491245623,59,0,0,41,0.59,0.0,0.0,0.41,864.07,104.5,30,2000,0.47851851522922517,4.116115570068359,59,41
37,SH3BGRL2,,False,1122.2711355677839,57,0,0,43,0.57,0.0,0.0,0.43,878.29,55.5,2,2000,7.8451352322101595,69.17125701904297,57,43
38,GABARAPL1,,False,1110.1550775387693,57,0,0,43,0.57,0.0,0.0,0.43,890.4,77.5,24,2000,1.1339058950543404,8.829304695129395,57,43
39,ADH1C,,False,1096.3581790895448,57,0,0,43,0.57,0.0,0.0,0.43,904.19,98.5,34,2000,0.3875490193814039,2.4178950786590576,57,43
40,S100B,,False,1056.6283141570786,54,0,0,46,0.54,0.0,0.0,0.46,943.9,60.5,18,2000,1.3511968421936036,10.334246635437012,54,46
41,GPIHBP1,,False,1044.4122061030514,54,0,0,46,0.54,0.0,0.0,0.46,956.11,97.0,32,2000,0.6428123247623444,4.751370429992676,54,46
42,FXYD1,,False,1042.1310655327663,53,0,0,47,0.53,0.0,0.0,0.47,958.39,88.0,2,2000,6.341253307461739,82.37808990478516,53,47
43,CLEC5A,,False,1032.5462731365683,54,0,0,46,0.54,0.0,0.0,0.46,967.97,115.0,43,2000,0.17907115526497364,1.9234695434570312,54,46
44,RAG1AP1,,False,1012.5362681340671,52,0,0,48,0.52,0.0,0.0,0.48,987.97,106.0,2,2000,2.410242099761963,75.51793670654297,52,48
45,SPTBN1,,False,1003.8219109554778,52,0,0,48,0.52,0.0,0.0,0.48,996.68,104.5,18,2000,0.5892765666544437,15.288016319274902,52,48
46,CES1,,False,1000.8604302151076,52,0,0,48,0.52,0.0,0.0,0.48,999.64,113.5,40,2000,0.3466801854968071,2.214031219482422,52,48
47,RERGL,,False,995.4977488744372,51,0,0,49,0.51,0.0,0.0,0.49,1005.0,111.5,24,2000,1.155195995569229,7.3374738693237305,51,49
48,C2orf88,,False,990.3451725862932,50,0,0,50,0.5,0.0,0.0,0.5,1010.15,1051.5,1,2000,11.611498577594757,83.29020690917969,50,50
49,BGN,,False,988.2341170585294,51,0,0,49,0.51,0.0,0.0,0.49,1012.26,106.0,31,2000,0.6486044633388519,4.788362503051758,51,49
50,CPA1,,False,978.9994997498748,50,0,0,50,0.5,0.0,0.0,0.5,1021.49,1059.5,6,2000,3.129895681142807,38.69312286376953,50,50
51,PPAPDC1A,,False,966.7533766883441,50,0,0,50,0.5,0.0,0.0,0.5,1033.73,1058.0,28,2000,0.5606491327285766,5.817766189575195,50,50
52,IBSP,,False,941.9809904952475,48,0,0,52,0.48,0.0,0.0,0.52,1058.49,2000.0,2,2000,3.2542535710334777,54.81694030761719,48,52
53,SLC35A2,,False,935.9479739869936,48,0,0,52,0.48,0.0,0.0,0.52,1064.52,2000.0,3,2000,2.1570220535993574,54.58928298950195,48,52
54,NMT2,,False,934.8074037018512,48,0,0,52,0.48,0.0,0.0,0.52,1065.66,2000.0,22,2000,0.8495087850093842,6.065423965454102,48,52
55,NKAPL,,False,910.305152576288,46,0,0,54,0.46,0.0,0.0,0.54,1090.15,2000.0,1,2000,8.145823670625687,106.52775573730469,46,54
56,BTNL9,,False,901.000500250125,46,0,0,54,0.46,0.0,0.0,0.54,1099.45,2000.0,10,2000,1.9455083531141282,23.299686431884766,46,54
57,CACHD1,,False,890.3551775887943,45,0,0,55,0.45,0.0,0.0,0.55,1110.09,2000.0,1,2000,10.944327666759492,97.6707763671875,45,55
58,HIF3A,,False,879.3696848424213,45,0,0,55,0.45,0.0,0.0,0.55,1121.07,2000.0,2,2000,2.5480994576215745,55.043033599853516,45,55
59,COMP,,False,853.7368684342172,44,0,0,56,0.44,0.0,0.0,0.56,1146.69,2000.0,23,2000,0.5478346872329712,7.487033843994141,44,56
60,PARK2,,False,852.776388194097,44,0,0,56,0.44,0.0,0.0,0.56,1147.65,2000.0,17,2000,0.8348240423202514,12.810334205627441,44,56
61,LOC572558,,False,850.8054027013509,44,0,0,56,0.44,0.0,0.0,0.56,1149.62,2000.0,32,2000,0.470275311768055,4.903573513031006,44,56
62,KIF26B,,False,831.295647823912,43,0,0,57,0.43,0.0,0.0,0.57,1169.12,2000.0,31,2000,0.42201614677906035,3.1698570251464844,43,57
63,CHL1,,False,817.6288144072037,42,0,0,58,0.42,0.0,0.0,0.58,1182.78,2000.0,2,2000,2.659704978466034,50.98713684082031,42,58
64,C20orf103,,False,813.6368184092046,42,0,0,58,0.42,0.0,0.0,0.58,1186.77,2000.0,23,2000,0.6979027384519577,13.059112548828125,42,58
65,C1QTNF9B,,False,810.5752876438218,42,0,0,58,0.42,0.0,0.0,0.58,1189.83,2000.0,39,2000,0.3783910971879959,2.6635193824768066,42,58
66,HOXA7,,False,807.5937968984492,41,0,0,59,0.41,0.0,0.0,0.59,1192.81,2000.0,1,2000,3.969748787879944,79.49333190917969,41,59
67,GHR,,False,789.6848424212106,41,0,0,59,0.41,0.0,0.0,0.59,1210.71,2000.0,38,2000,0.31145501166582107,3.0986549854278564,41,59
68,PLA2G4A,,False,784.602301150575,40,0,0,60,0.4,0.0,0.0,0.6,1215.79,2000.0,20,2000,1.4342946457862853,13.063468933105469,40,60
69,AQP7P1,,False,778.7993996998499,40,0,0,60,0.4,0.0,0.0,0.6,1221.59,2000.0,27,2000,0.6882093274593353,6.614898681640625,40,60
70,NEK2,,False,771.1655827913958,39,0,0,61,0.39,0.0,0.0,0.61,1229.22,2000.0,2,2000,6.68100811123848,69.92591857910156,39,61
71,LRRC3B,,False,770.0050025012507,39,0,0,61,0.39,0.0,0.0,0.61,1230.38,2000.0,1,2000,5.627700262069702,82.58800506591797,39,61
72,DMD,,False,769.8249124562282,39,0,0,61,0.39,0.0,0.0,0.61,1230.56,2000.0,1,2000,9.990098510980607,104.53846740722656,39,61
73,WISP1,,False,756.5682841420711,39,0,0,61,0.39,0.0,0.0,0.61,1243.81,2000.0,19,2000,0.7257783597707749,10.302513122558594,39,61
74,NPR1,,False,753.0365182591297,39,0,0,61,0.39,0.0,0.0,0.61,1247.34,2000.0,34,2000,0.3338104075193405,3.0625782012939453,39,61
75,NVL,,False,752.2661330665334,39,0,0,61,0.39,0.0,0.0,0.61,1248.11,2000.0,31,2000,0.3370014388859272,3.3559730052948,39,61
76,GABRD,,False,738.5392696348173,38,0,0,62,0.38,0.0,0.0,0.62,1261.83,2000.0,10,2000,0.8667972260713577,24.101308822631836,38,62
77,PYGM,,False,734.0970485242622,38,0,0,62,0.38,0.0,0.0,0.62,1266.27,2000.0,35,2000,0.35428323060274125,2.7430496215820312,38,62
78,GIPC2,,False,731.4257128564282,37,0,0,63,0.37,0.0,0.0,0.63,1268.94,2000.0,1,2000,6.167217411994934,59.926368713378906,37,63
79,PDE2A,,False,721.9709854927464,37,0,0,63,0.37,0.0,0.0,0.63,1278.39,2000.0,1,2000,2.857621381282806,75.7056884765625,37,63
80,C1QTNF6,,False,720.9704852426214,37,0,0,63,0.37,0.0,0.0,0.63,1279.39,2000.0,27,2000,0.7823588168621063,5.643206596374512,37,63
81,SCN4A,,False,718.15907953977,37,0,0,63,0.37,0.0,0.0,0.63,1282.2,2000.0,27,2000,0.6131440448760986,6.284671783447266,37,63
82,KLHL29,,False,715.1775887943971,36,0,0,64,0.36,0.0,0.0,0.64,1285.18,2000.0,1,2000,10.192417114973068,96.89340209960938,36,64
83,CYYR1,,False,683.9319659829915,35,0,0,65,0.35,0.0,0.0,0.65,1316.41,2000.0,21,2000,1.0562484776973724,10.10994815826416,35,65
84,LRRC15,,False,682.3111555777889,35,0,0,65,0.35,0.0,0.0,0.65,1318.03,2000.0,19,2000,0.8967975926399231,12.422481536865234,35,65
85,SYNM,,False,656.6283141570785,34,0,0,66,0.34,0.0,0.0,0.66,1343.7,2000.0,9,2000,0.6437523710727692,22.6529598236084,34,66
86,ANKRD29,,False,654.1970985492746,34,0,0,66,0.34,0.0,0.0,0.66,1346.13,2000.0,1,2000,1.2911569446325302,99.4056625366211,34,66
87,HBA2,,False,651.1155577788895,34,0,0,66,0.34,0.0,0.0,0.66,1349.21,2000.0,64,2000,0.12290194749832153,1.1265466213226318,34,66
88,IL11RA,,False,640.7003501750875,33,0,0,67,0.33,0.0,0.0,0.67,1359.62,2000.0,25,2000,0.5528813815116882,4.630651950836182,33,67
89,MCCC1,,False,636.8184092046022,33,0,0,67,0.33,0.0,0.0,0.67,1363.5,2000.0,42,2000,0.2751601564884186,2.174137592315674,33,67
90,CCL11,,False,621.2206103051525,32,0,0,68,0.32,0.0,0.0,0.68,1379.09,2000.0,23,2000,0.5318999183177948,7.6158599853515625,32,68
91,ELAVL1,,False,613.3566783391697,32,0,0,68,0.32,0.0,0.0,0.68,1386.95,2000.0,44,2000,0.1311220383644104,1.844091534614563,32,68
92,SSTR1,,False,603.9219609804902,31,0,0,69,0.31,0.0,0.0,0.69,1396.38,2000.0,29,2000,0.625596696138382,5.04872465133667,31,69
93,MRAS,,False,600.8304152076038,31,0,0,69,0.31,0.0,0.0,0.69,1399.47,2000.0,31,2000,0.42274140983819963,4.320499420166016,31,69
94,UNC5B,,False,599.9499749874938,31,0,0,69,0.31,0.0,0.0,0.69,1400.35,2000.0,28,2000,0.42696369647979737,4.493616104125977,31,69
95,F2RL2,,False,592.5562781390695,31,0,0,69,0.31,0.0,0.0,0.69,1407.74,2000.0,48,2000,0.11244279444217682,1.9764490127563477,31,69
96,HOXA5,,False,592.2761380690346,30,0,0,70,0.3,0.0,0.0,0.7,1408.02,2000.0,1,2000,4.873741004467011,79.9518814086914,30,70
97,TPM3,,False,590.7753876938468,30,0,0,70,0.3,0.0,0.0,0.7,1409.52,2000.0,5,2000,3.336506186723709,43.40644836425781,30,70
98,HOXA4,,False,590.4652326163082,30,0,0,70,0.3,0.0,0.0,0.7,1409.83,2000.0,5,2000,2.5964135015010834,32.91612243652344,30,70
99,MFAP2,,False,581.44072036018,30,0,0,70,0.3,0.0,0.0,0.7,1418.85,2000.0,40,2000,0.35163376718759537,2.9187450408935547,30,70
100,P4HA3,,False,580.8004002001001,30,0,0,70,0.3,0.0,0.0,0.7,1419.49,2000.0,33,2000,0.37064772307872773,6.4392547607421875,30,70
