gene,prior_gene_set,is_prior_gene,test_001,test_002,test_003,test_004,test_005,test_006,test_007,test_008,test_009,test_010,test_011,test_012,test_013,test_014,test_015,test_016,test_017,test_018,test_019,test_020,test_021,test_022,test_023,test_024,test_025,test_026,test_027,test_028,test_029,test_030,test_031,test_032,test_033,test_034,test_035,test_036,test_037,test_038,test_039,test_040,test_041,test_042,test_043,test_044,test_045,test_046,test_047,test_048,test_049,test_050,test_051,test_052,test_053,test_054,test_055,test_056,test_057,test_058,test_059,test_060,test_061,test_062,test_063,test_064,test_065,test_066,test_067,test_068,test_069,test_070,test_071,test_072,test_073,test_074,test_075,test_076,test_077,test_078,test_079,test_080,test_081,test_082,test_083,test_084,test_085,test_086,test_087,test_088,test_089,test_090,test_091,test_092,test_093,test_094,test_095,test_096,test_097,test_098,test_099,test_100
ITM2A,,False,2000,9,2000,1,2000,2000,8,2000,2000,5,2,1,2000,10,3,2000,27,2000,2000,4,2000,5,2000,2000,16,30,1,20,35,4,2000,33,8,30,2000,2000,2000,2000,17,13,10,25,2,2000,7,24,45,19,18,29,14,7,1,26,2000,4,5,22,5,12,13,1,2000,10,2000,1,10,2000,4,2000,2000,25,1,24,11,2000,2000,2000,18,2000,2000,28,4,2000,25,2000,2000,2000,2000,15,17,1,16,7,2000,27,2,57,2000,2000
GPRIN1,,False,2000,2000,2000,2000,2000,2000,29,2000,2000,2000,2000,2000,2000,2000,2000,2000,99,2000,2000,2000,2000,2000,2000,2000,73,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,93,2000,2000,2000,2000,2000,97,2000,2000,54,2000,104,2000,2000,2000,2000,6,2000,2000,27,2000,2000,2000,32,2000,2000,2000,111,2000,2000,2000,2000,2000,2000,2000,71,2000,2000,2000,2000,2000,2000,2000,121,2000,2000,2000,2000,2000,2000,2000,2000,39,2000,2000,2000,101
FXYD1,,False,2000,2000,39,90,2,2000,2000,2000,5,16,30,38,2000,2000,2000,18,14,2000,50,51,2000,2000,2000,70,14,42,2000,2000,22,2000,2000,48,4,27,61,2000,2000,24,2000,2000,2000,58,20,64,41,2000,2000,2000,3,37,10,18,22,2,2000,2000,2000,104,2000,2000,2000,15,2000,24,2000,2000,28,2000,49,109,6,2000,33,59,16,21,2000,86,2000,13,4,2000,45,2000,2000,2000,46,47,2000,6,2000,2000,2000,48,2000,16,69,2000,21,34
ANKRD29,,False,109,94,90,2000,2000,95,2000,2000,64,2000,2000,79,2000,2000,2000,113,2000,87,2000,54,2000,2000,2000,117,81,94,25,2000,2000,2000,71,66,2000,2000,2000,2000,2000,2000,107,2000,2000,2000,2000,1,45,84,2000,79,2000,2000,2000,2000,2000,89,2000,2000,2000,2000,76,2000,114,2000,2000,2000,2000,53,2000,2000,2000,28,113,2000,2000,57,2000,2000,2000,2000,2000,2000,2000,2000,47,2000,2000,2000,91,69,2000,2000,2000,81,57,2000,2000,71,2000,112,2000,2000
C16orf59,,False,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,39,35,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,61,2000,2000,2000,61,2000,2000,2000,2000,2000,2000,2000,24,2000,2000,2000,2000,2000,2000,2000,48,2000,2000,2000,2000,84,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
RYR3,,False,2000,2000,2000,2000,28,2000,2000,48,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,28,2000,2000,2000,2000,2000,2000,2000,2000,18,2000,2000,2000,2000,2000,2000,2000,44,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,30,92,2000,2000,2000,2000,2000,2000,23,2000,45,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,23,2000,2000,2000,2000,2000,2000,48
C2orf88,,False,2000,2000,2000,2000,2000,2000,20,2000,1,41,36,103,2,2000,4,2000,2000,2000,24,2000,2000,7,31,2000,4,2,34,32,25,2000,2000,22,24,2000,2000,14,1,2000,2000,2000,2000,6,2000,2000,2000,2000,2,2,2000,25,2000,2000,2000,1,12,2000,2000,30,2000,17,46,3,2000,4,2000,7,2000,26,17,2000,42,3,22,2000,23,2000,25,8,36,17,2000,2000,7,13,2000,28,2000,2000,17,2000,10,2000,2000,2000,1,2000,28,2000,33,77
C2orf40,,False,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,30,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
LRRC2,,False,2000,2000,2000,2000,2000,2000,78,38,2000,2000,2000,2000,2000,2000,112,2000,2000,2000,2000,26,2000,2000,2000,2000,15,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,47,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,94,26,2000,26,2000,2000,15,2000,2000,88,2000,2000,2000,2000,2000,38,19,2000,24,2000,2000,2000,2000,30,2000,2000,2,29,2000,2000,2000,49,14,52,2000
RUSC1,,False,2000,2000,2000,2000,2000,2000,5,2000,31,38,2000,2000,2000,2000,44,2000,2000,2000,2000,2000,31,2000,2000,2000,2000,2000,4,2000,2000,2000,2000,79,56,2000,2000,2000,73,2000,19,2000,23,2000,2000,2000,2000,28,2000,2000,2000,2000,46,115,2000,2000,31,60,2000,2000,37,2000,2000,2000,2000,2000,2000,2000,2000,2000,39,2000,2000,2000,2000,2000,2000,79,2000,49,2000,57,34,41,2000,2000,2000,48,2000,2000,2000,2000,2000,2000,41,2000,2000,2000,2000,2000,2000,2000
SLC35A2,,False,66,2000,97,2000,2000,2000,31,16,100,3,2000,2000,2000,2000,2000,75,2000,2000,47,32,79,80,2000,37,2000,2000,52,45,18,2000,2000,57,2000,65,54,2000,35,68,2000,57,48,2000,53,40,2000,2000,2000,80,104,63,2000,10,2000,111,2000,2000,67,46,2000,2000,35,2000,2000,72,2000,2000,50,2000,2000,2000,2000,41,2000,34,31,2000,48,20,2000,2000,2000,36,92,2000,39,21,27,2000,2000,45,55,2000,22,2000,48,2000,2000,2000,2000,2000
ADAMTS5,,False,16,24,9,5,16,19,23,13,26,40,8,13,12,12,9,10,12,17,2,10,11,25,24,15,11,15,10,8,1,10,4,5,9,7,21,27,12,19,38,26,5,14,6,19,5,16,4,13,11,8,17,6,17,27,4,22,11,7,27,8,3,8,11,14,13,16,4,12,5,19,8,7,83,3,8,17,17,23,5,6,12,12,16,6,7,9,5,21,15,19,2,28,10,5,6,13,19,16,4,8
PROS1,,False,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
PDE2A,,False,63,2000,23,30,26,2000,2000,2000,32,2000,2000,55,36,2000,2000,2000,2000,95,49,2000,2000,35,2000,97,20,2000,2000,2000,2000,2000,2000,2000,2000,40,81,2000,2000,2000,2000,2000,2000,42,2000,2000,67,34,2000,2000,2000,3,20,110,2000,15,2000,2000,105,2000,36,2000,2000,2000,2000,2000,86,2000,2000,2000,92,2000,2000,2000,38,2000,2000,37,2000,2000,67,87,2000,2000,2000,1,2000,5,2000,2000,2000,2000,2000,41,67,67,25,51,2000,2000,2000,61
BUB1,,False,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
ADRB2,,False,2000,46,82,2000,78,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,23,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,112,2000,2000,65,2000,2000,2000,2000,2000,2000,72,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,51,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,28,2000,2000,2000,2000,2000,2000,10,2000,2000,2000,2000
SPRY2,,False,18,18,10,10,15,9,17,14,4,20,17,3,13,11,19,13,7,10,4,16,17,11,12,16,6,8,16,14,6,24,8,23,10,15,22,9,14,5,18,9,8,13,10,4,14,5,16,8,12,17,11,8,5,13,11,9,14,18,13,7,11,2,9,11,29,17,14,9,6,13,12,14,16,11,7,6,15,9,12,8,9,18,17,12,6,8,10,10,6,10,23,15,8,16,12,20,9,9,15,6
CDCA3,,False,2000,2000,2000,2000,2000,2000,62,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,42,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,10,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
PALMD,,False,67,42,2000,69,2000,2000,68,2000,92,49,2000,2000,56,92,30,56,57,2000,22,2000,63,2000,116,44,49,2000,82,75,45,2000,61,2000,102,2000,2000,32,37,44,55,7,86,2000,48,12,68,2000,2000,2000,91,95,24,52,2000,44,59,2000,46,2000,39,38,2000,46,84,45,2000,42,2000,2000,2000,59,90,74,2000,64,66,2000,92,58,62,83,55,2000,2000,2000,46,34,2000,2000,2000,2000,103,83,82,52,74,91,2000,2000,96,2000
ITPRIPL1,,False,2000,2000,2000,2000,23,2000,2000,2000,2000,2000,2000,18,2000,2000,2000,2000,15,2000,2000,31,2000,2000,2000,2000,2000,2000,2000,2000,2000,25,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,3,2000,4,2000,2000,2000,2000,2000,42,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,18,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
NDRG2,,False,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,63,2000,2000,2000,2000,2000,32,2000,2000,2000,2000,2000,26,2000,48,2000,2000,2000,2000,85,2000,2000,2000,30,38,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,55,2000,2000,2000,2000,70,2000,24,2000,71,42,2000,2000,2000,2000,2000,2000,2000,2000,74,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,43,2000,35,32,2000,2000,2000,2000
CENPF,pam50,True,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,37,2000,40,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,65,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
TIMM17A,,False,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,90,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
H2AFY,,False,2000,2000,2000,2000,2000,45,21,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,43,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,39,2000,2000,2000,2000,2000,7,2000,66,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,42,2000,2000,2000,2000,2000,47,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,104,2000
METTL7A,,False,2000,2000,2000,2000,45,2000,38,2000,2000,2000,2000,2000,2000,2000,2000,48,2000,36,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,63,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,6,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,29,2000,2000,20,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
PAQR4,,False,2000,67,2000,2000,2000,48,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,40,2000,2000,2000,2000,2000,21,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,111,2000,2000,2000,2000,2000,44,2000,2000,2000
TGFBR3,,False,2000,2000,2000,2000,2000,2000,52,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,35,2000,2000,2000,2000,2000,2000,2000,2000,54,2000,2000,88,2000,2000,2000,2000,45,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,18,37,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,58,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
BMP8A,,False,2000,2000,2000,56,2000,2000,2000,29,2000,2000,2000,2000,71,2000,2000,26,2000,2000,53,2000,2000,121,2000,60,2000,61,2000,2000,2000,2000,2000,2000,2000,2000,67,2000,2000,2000,43,2000,56,2000,2000,2000,2000,2000,2000,2000,2000,2000,113,87,24,2000,2000,102,2000,2000,2000,2000,65,31,2000,2000,2000,2000,2000,2000,2000,2000,64,2000,2000,2000,2000,2000,76,2000,41,2000,2000,78,122,63,2000,2000,74,2000,2000,2000,30,2000,2000,2000,2000,2000,2000,60,2000,2000
HLF,,False,2000,31,16,55,3,2000,35,2000,24,39,23,12,18,6,53,11,18,6,2000,2000,47,37,2,3,2000,2000,2000,22,2000,2000,10,12,25,18,2000,41,24,2000,35,21,2000,17,35,11,2000,13,50,2000,2,2000,23,2000,21,30,15,35,3,23,15,2000,2000,24,26,2000,14,2000,2000,5,24,2000,16,2000,27,2000,2000,19,29,25,15,33,17,33,21,11,26,38,2000,2000,27,2000,2000,21,2000,29,7,11,2000,2000,25,18
ANXA1,,False,85,50,63,2000,49,64,2000,86,59,2000,95,74,70,2000,2000,79,124,24,2000,2000,44,2000,43,2000,2000,100,43,66,43,2000,45,2000,62,45,2000,56,80,2000,2000,52,52,2000,32,41,38,2000,42,56,49,2000,30,2000,2000,81,98,2000,64,56,65,53,107,2000,64,2000,79,67,7,50,63,30,72,2000,2000,49,2000,2000,46,80,2000,26,2000,58,30,60,2000,2000,44,76,2000,2000,2000,35,2000,2000,37,37,61,2000,2000,56
NUDT7,,False,2000,2000,2000,2000,56,2000,2000,2000,2000,2000,2000,24,2000,2000,50,2000,2000,2000,2000,60,80,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,36,2000,2000,2000,23,2000,83,2000,2000,36,2000,2000,2000,2000,2000,59,2000,2000,2000,55,32,2000,2000,95,2000,57,2000,2000,2000,2000,2000,2000,2000,24,37,2000,2000,2000,2000,62,2000,2000,30,2000,56,2000,2000,2000,2000,2000,2000,2000,2000,2000,30,2000,2000,100
CACHD1,,False,5,2000,5,47,2000,2000,2000,7,21,2,3,27,2000,2000,2000,2000,2000,2000,14,11,2000,57,2000,1,28,2000,3,2000,2000,6,31,2000,2000,2000,1,2000,2000,2000,2000,2000,2000,26,110,2000,2000,23,2000,27,2000,2000,18,2000,30,2000,19,2000,2000,15,2000,2000,100,2000,2000,2000,2000,2000,40,13,1,35,2000,2000,3,2000,26,2000,45,2000,8,2000,2000,22,50,8,3,40,2000,6,2000,9,2000,26,1,2000,21,2000,2000,2000,2000,15
TPX2,,False,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,73,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,102,2000,2000
FAM13A,,False,10,2000,2000,19,4,39,87,34,17,30,2000,25,31,18,8,2000,34,18,33,21,22,23,45,26,2000,25,17,1,26,21,17,2000,2000,17,15,18,2000,74,3,30,38,2000,74,2000,40,27,24,2000,13,30,40,31,39,2000,44,29,27,2000,20,28,2000,45,2000,2000,26,18,2000,2000,28,2000,27,64,37,22,17,11,2000,16,23,15,8,51,2000,2000,2000,2000,11,2000,2000,18,43,22,19,2000,28,19,1,37,12,19
GPRASP1,,False,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,80,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,21,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,51,2000,2000,2000,2000,2000,2000,2000,66,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
ITIH5,,False,9,59,12,22,21,24,22,28,19,24,5,26,19,19,21,30,26,35,18,12,2000,17,6,22,24,22,39,30,19,32,38,68,29,37,28,29,3,12,28,34,20,52,38,21,28,26,27,39,30,15,27,35,10,22,24,39,50,33,46,26,18,32,14,2000,37,23,15,16,25,42,31,11,28,15,49,4,30,40,2000,34,33,25,8,36,31,27,67,26,16,42,22,40,30,27,2000,43,34,70,26,14
KIAA0101,,False,2000,14,2000,2000,2000,7,2000,2000,2000,2000,2000,2000,2000,44,2000,2000,2000,2000,2000,2000,2000,49,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,72,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,75,2000,2000,47,2000,2000,2000,2000,2000,2000,2000,2000,2000,52,2000,2000,2000,50,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,22,2000,44
CDK1,,False,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,28,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,55,2000,2000
SPAG5,,False,2000,58,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
RRM2,pam50,True,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,44,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
CEP68,,False,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,39,2000,2000,2000,2000,1,2000,17,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,49,2000,2000,2000,2000,2000,2000,26,2000,2000,2000,43,2000,2000,2000,2000,2000,2000,33,2000,2000,2000,2000,2000,2000,2000,42,2000,120,45,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,83,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
NR3C2,,False,2000,2000,2000,2000,2000,2,2000,2000,2000,2000,2000,2000,2000,15,41,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,33,2000,2000,2,2000,112,31,2000,42,5,2000,39,2000,20,2000,2000,2000,35,2000,2000,2000,2000,2000,2000,2000,2000,2000,51,30,3,14,2000,2000,2000,2000,2000,27,24,33,2000,72,23,2000,2000,2000,41,51,2000,20,2000,77,2000,14,51,2000,2000,2000,45,2000,2000
FMO2,,False,37,2000,2000,2000,2000,2000,7,2000,2000,2000,2000,14,2000,25,2000,7,2000,12,2000,2000,2000,2000,2000,2000,2000,2000,24,2000,2000,2000,1,28,27,26,2000,2000,28,2000,2,2000,12,2000,2000,22,2000,2000,89,22,1,2000,2000,2000,2000,2000,2000,1,52,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,3,2000,2000,2000,34,2000,2000,2000,2000,2000,12,2000,2000,2000,2000,2000,102,2000,2000,2000,2000,21,58,2000,2000,2000,2000,2000,31,2000,2000,2000,2000
KLHL29,,False,22,2000,24,2000,6,2000,2000,23,2000,17,2000,2000,2000,2000,2000,2000,2000,45,37,2000,24,2000,15,4,2000,2000,6,2000,2000,2000,2000,18,2000,2000,2000,2000,2000,9,2000,22,2000,2000,39,14,2000,2000,2000,17,2000,2000,2000,3,8,2000,2,2000,2000,2000,2000,2000,2,2000,2000,2000,8,2000,2000,2000,2000,9,1,2000,2000,5,27,2000,2000,1,4,2000,2000,13,2000,10,2000,2000,2,2000,2000,29,16,2000,3,1,32,2000,2000,2000,2000,2000
CCNB1,pam50,True,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,53,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
NUF2,,False,14,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,105,2000,2000,2000,2000,2000,2000,2000,2000,42,2000,87,2000,24,2000,2000,2000,2000,2000,11,2000,2000,2000,2000,2000,27,2000,2000,2000,2000,2000,2000,52,2000,2000,2000,2000,2000,21,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,20,2000,50,2000,2000,2000,2000,2000,2000,80,2000,2000,2000,2000,2000,45,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
LIFR,,False,2000,2000,2000,7,2000,2000,2000,12,2000,2000,2000,2000,35,2000,2000,2000,2000,27,2000,2000,13,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,27,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,18,2000,2000,2000,2000,2000,2000,2000,2000,1,2000,2000,2000,2000,2000,2000,2000,2000,2000,11,2000,2000,2,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,3,47,2000,2000,2000,2000,3,2000,2000,2000,2000,2000,2000,2000,2000
MME,,False,13,20,15,13,30,18,3,10,12,10,14,6,9,5,24,24,1,14,31,3,16,8,16,10,23,21,11,19,17,13,9,8,11,9,8,5,5,11,23,20,7,1,12,7,3,29,10,16,16,16,6,9,4,5,8,25,15,12,21,13,7,6,10,9,31,6,18,19,3,12,3,5,5,23,5,10,20,2,17,10,22,6,12,17,13,16,12,15,7,13,14,14,11,26,9,14,5,13,14,11
